literal	components	onyomi	component_only_set	phono_component_sets	largest_phonetic_set_size	reliability_rating
堅	['又', '臣', '土']	['ケン']	['樫', '鏗']	[['慳', '鰹']]	2	0.5
嘶	['其', '八', '斤', '甘', '十', '口', '斯', '廿']	['セイ']	[]	[]	0	0
瞿	['隹', '亻', '目']	['ク']	['攫', '钁', '矍']	[['衢', '懼']]	2	0.4
睇	['弔', '丿', '弓', '目', '弟', '丨']	['テイ', 'ダイ']	[]	[]	0	0
𦥑	[]	[]	['欅', '攪', '爨', '嶼', '學', '黌', '擧', '譽', '舉', '襷', '興', '鷽', '歟', '叟', '與', '覺', '萸', '腴', '臾', '盥', '艘', '釁', '溲']	[]	0	0
援	['友', '爰', '又', '扌', '⺤']	['エン']	[]	[]	0	0
児	['日', '丿', '旧', '儿', '丨']	['ジ', 'ニ', 'ゲイ']	[]	[]	0	0
兄	['口', '丿', '儿']	['キョウ', 'ケイ']	['脱', '祝', '説', '呪', '剋', '蛻', '克', '兌', '党', '鋭', '税', '閲', '尅', '悦']	[['兢', '況', '况', '競'], ['競']]	4	0.222
貍	['日', '豸', '里']	['リ', 'ライ']	['霾']	[]	0	0
沓	['水', '日']	['トウ']	[]	[['踏', '鞜']]	2	1.0
茆	['艹', '卯', '丿', '卩']	['エン', 'ボウ']	[]	[]	0	0
瞰	['攵', '丿', '乂', '敢', '目', '耳', '𠂉']	['カン']	[]	[]	0	0
亟	['二', '一', '口', '又']	['キョク', 'キ', 'ケ']	[]	[['極']]	1	1.0
靖	['亠', '立', '龶', '青', '月']	['セイ', 'ジョウ']	[]	[]	0	0
葯	['丶', '勹', '丿', '約', '勺', '艹', '糸']	['ヤク']	[]	[]	0	0
貂	['口', '召', '豸', '刀']	['チョウ']	[]	[]	0	0
菱	['八', '土', '夌', '丿', '夂', '艹']	['リョウ']	[]	[]	0	0
靂	['止', '厂', '禾', '木', '卜', '丿', '雨', '歴', '林']	['レキ']	[]	[]	0	0
克	['十', '丿', '古', '口', '兄', '儿']	['コク']	['兢']	[['剋', '尅']]	2	0.667
典	['八', '日', '十', '丿', '廾', '曲']	['テン', 'デン']	['椣']	[['腆']]	1	0.5
事	['口', '⺕', '亅']	['ジ', 'ズ']	[]	[]	0	0
决	['人', '冫', '夬', '大']	['ケチ', 'ケツ']	[]	[]	0	0
瀉	['勹', '臼', '灬', '丿', '宀', '冖', '寫', '氵']	['シャ']	[]	[]	0	0
二	[]	['ジ', 'ニ']	['齋', '芋', '蜷', '鈞', '吁', '壞', '冦', '亙', '亘', '暄', '縢', '衙', '椏', '頬', '齊', '垣', '蔭', '券', '逓', '靉', '豢', '晋', '曇', '峡', '魂', '縉', '鐚', '伝', '罎', '騰', '藤', '雲', '伍', '俵', '鶺', '鶚', '恆', '恒', '完', '桧', '壜', '蒄', '囲', '冠', '悟', '会', '齎', '絆', '喧', '梧', '袢', '跨', '卷', '宇', '寇', '藝', '拌', '謄', '齏', '圏', '剤', '唖', '纃', '莞', '遲', '惡', '蕚', '極', '咢', '浣', '囈', '萼', '韵', '耘', '唔', '籐', '緕', '院', '薺', '発', '牾', '那', '儕', '萱', '矩', '霊', '臍', '樗', '惓', '胖', '斎', '翫', '舉', '廃', '胯', '炬', '韲', '擠', '秬', '匀', '匏', '錏', '寤', '侠', '拒', '圄', '苣', '陰', '鄂', '顎', '紜', '鉅', '佞', '圈', '済', '渠', '穽', '皐', '滕', '籘', '劑', '諠', '犀', '夸', '耕', '繧', '叛', '捲', '霽', '眷', '諤', '迂', '屬', '巻', '珸', '瑁', '劵', '紆', '皖', '転', '盂', '丼', '矚', '拳', '斉', '頑', '齬', '躋', '愕', '亟', '云', '半', '懷', '刳', '玩', '宣', '芫', '芸', '阮', '蹐', '絵', '勝', '梛', '脊', '晤', '冐', '亞', '冱', '互', '距', '冑', '娜', '堊', '愃', '畊', '狭', '桍', '判', '綣', '倦', '竺', '椦', '鍔', '瓠', '袴', '晉', '乕', '冕', '元', '挟', '于', '汚', '壼', '語', '吾', '誇', '濟', '桓', '瘠', '齶', '均', '伴', '鰐', '悪', '表', '虧', '畔', '壺', '壷', '亜', '沍', '井', '五', '囑', '靆', '些', '溌', '醗']	[['膩', '弐', '弍', '穉', '貳'], ['膩', '弐', '弍', '仁', '貳']]	5	0.027
兌	['八', '丿', '口', '兄', '儿']	['エツ', 'タイ', 'エイ', 'ダ']	['脱', '説', '税']	[['閲', '悦'], ['蛻'], ['鋭']]	2	0.571
菰	['瓜', '丿', '子', '孤', '厶', '艹']	['コ']	[]	[]	0	0
鞨	['勹', '日', '曷', '十', '丿', '革', '匃', '人', '廿']	['カツ', 'ガチ', 'セツ', 'ゼチ']	[]	[]	0	0
冲	['口', '冫', '中', '丨']	['チュウ']	[]	[]	0	0
准	['隹', '亻', '冫']	['ジュン']	[]	[]	0	0
挂	['圭', '扌', '土']	['ケイ', 'カイ', 'ケ']	[]	[]	0	0
週	['吉', '士', '周', '口', '⻌', '冂']	['シュウ']	[]	[]	0	0
揩	['白', '匕', '比', '日', '扌', '皆']	['カイ', 'カツ']	[]	[]	0	0
葉	['一', '木', '十', '枼', '廿', '世', '艹']	['ヨウ']	[]	[]	0	0
因	['囗', '大']	['イン']	['恩', '烟']	[['茵', '氤', '咽', '姻']]	4	0.667
沒	['𠂊', '又', '氵']	['ボツ', 'モツ']	[]	[]	0	0
貎	['八', '臼', '丿', '豸', '儿', '兒']	['ゲイ']	[]	[]	0	0
葡	['丶', '勹', '丿', '用', '匍', '艹', '甫']	['ブ', 'ホ']	[]	[]	0	0
亅	[]	['ケツ']	['芋', '欹', '才', '鵝', '聹', '檸', '吁', '淨', '務', '鵞', '義', '奇', '綺', '筝', '袤', '閉', '橘', '豺', '貯', '亦', '鞣', '財', '芽', '竒', '倚', '獰', '濘', '箏', '静', '瀞', '亭', '娥', '嵜', '寄', '抒', '竚', '奕', '謌', '打', '羇', '柯', '柔', '彁', '予', '争', '豫', '恋', '宇', '椅', '鶩', '羲', '罅', '湾', '碕', '苧', '糅', '蛮', '曦', '墅', '婀', '掎', '材', '紵', '釘', '訂', '痾', '呵', '呼', '灯', '邪', '凾', '犠', '猗', '鷸', '拯', '埼', '軻', '変', '序', '儀', '弯', '訝', '崢', '錚', '庁', '寧', '楙', '苛', '議', '犧', '丁', '懋', '牙', '鴉', '渟', '蕷', '莪', '谺', '餓', '俄', '佇', '舸', '穿', '舒', '呀', '揉', '嚀', '訶', '剞', '歌', '渮', '停', '可', '霧', '荷', '矜', '矛', '甼', '迂', '崎', '何', '紆', '雅', '盂', '我', '杼', '犲', '町', '叮', '蛾', '礒', '浄', '騎', '河', '事', '畸', '爭', '嶬', '蟻', '預', '酊', '峩', '迹', '茅', '靜', '亊', '了', '諍', '峨', '珂', '艤', '阿', '疔', '哥', '蒸', '烹', '于', '冴', '承', '頂', '蹂', '哦', '跡', '烝', '亨', '汀', '乎', '野']	[['孑', '譎']]	2	0.012
四	['丿', '儿', '囗']	['シ']	['圀', '黷']	[['駟', '泗']]	2	0.5
充	['八', '亠', '丿', '厶', '允', '儿']	['ジュウ']	['統']	[['銃']]	1	0.5
冽	['一', '歹', '冫', '列', '刂', '夕']	['レツ', 'レイ']	[]	[]	0	0
鞴	['厂', '十', '用', '革', '廿', '艹']	['ヒ', 'ビ', 'フク']	[]	[]	0	0
這	['口', '言', '辶']	['シャ', 'ゲン']	[]	[]	0	0
蒭	['勹', '凵', '丿', '艸', '芻', '屮', '艹']	['シュウ', 'ス', 'スウ']	[]	[]	0	0
云	['二', '厶']	['ウン']	['蔭', '靉', '曇', '魂', '伝', '罎', '桧', '壜', '会', '囈', '陰', '転', '絵', '靆']	[['雲', '藝', '耘', '紜', '繧', '芸']]	6	0.3
摘	['啇', '亠', '十', '古', '口', '扌', '冂']	['テキ']	[]	[]	0	0
菘	['八', '木', '公', '松', '厶', '艹']	['スウ', 'シュウ']	[]	[]	0	0
葵	['天', '大', '癶', '癸', '艹']	['キ']	[]	[]	0	0
嫩	['攵', '木', '丿', '束', '口', '敕', '女', '乂', '𠂉']	['ドン', 'ノン']	[]	[]	0	0
賎	['三', '一', '戔', '八', '丶', '丿', '戈', '目', '貝', '弋']	['セン', 'ゼン']	[]	[]	0	0
循	['厂', '十', '亻', '彳', '目', '盾']	['ジュン']	[]	[]	0	0
彰	['章', '早', '亠', '日', '十', '立', '彡']	['ショウ']	[]	[]	0	0
九	['丿', '乙']	['キュウ', 'ク']	['尻', '抛', '贄', '染', '旭', '伜', '馗', '藝', '翆', '執', '丸', '粋', '埶', '囈', '蟄', '忰', '塾', '鷙', '枠', '笂', '卆', '軌', '砕', '熟', '勢', '熱', '孰', '褻', '摯', '雑', '酔']	[['究', '鳩', '仇'], ['究', '鳩']]	3	0.088
彫	['吉', '士', '周', '口', '彡', '冂']	['チョウ']	['簓']	[]	0	0
円	['冂']	['エン']	['蜻', '瀞', '倩', '猜', '鯖', '錆', '菁', '靜', '睛']	[]	0	0
瞑	['八', '六', '日', '亠', '冖', '目', '冥']	['メイ', 'ベン', 'ミョウ', 'ミン', 'メン']	[]	[]	0	0
鞏	['丶', '十', '丿', '革', '工', '凡', '廿', '几']	['キョウ']	[]	[]	0	0
祉	['止', '礻', '卜']	['シ']	[]	[]	0	0
買	['八', '目', '罒', '貝']	['バイ']	[]	[]	0	0
堋	['朋', '月', '土']	['ホウ']	[]	[]	0	0
沽	['口', '十', '古', '氵']	['コ']	[]	[]	0	0
賃	['八', '壬', '丿', '亻', '任', '目', '貝', '士']	['チン']	[]	[]	0	0
彿	['弗', '丿', '亻', '弓', '彳', '丨']	['フツ']	[]	[]	0	0
冒	['日', '冂', '目']	['ボウ']	[]	[['帽', '瑁']]	2	1.0
た	[]	[]	[]	[]	0	0
厰	['厂', '攵', '丿', '乂', '敞', '⺌', '口', '冋', '尚', '冂', '𠂉']	['ショウ']	[]	[]	0	0
暹	['隹', '日', '亻', '⿱日隹', '辶']	['セン']	[]	[]	0	0
症	['卜', '止', '正', '疒']	['ショウ']	[]	[]	0	0
脹	['長', '月']	['チョウ']	[]	[]	0	0
狡	['亠', '交', '⺨', '父']	['コウ', 'キョウ']	[]	[]	0	0
半	['二', '十', '丶']	['ハン']	[]	[['絆', '袢', '拌', '胖', '叛', '判', '伴', '畔']]	8	1.0
デ	[]	[]	[]	[]	0	0
卞	['亠', '一', '下', '卜']	['ベン', 'ハン', 'ヘン']	[]	[['抃']]	1	1.0
哢	['王', '十', '丿', '弄', '口', '廾']	['ロウ']	[]	[]	0	0
コ	[]	[]	['爨']	[]	0	0
畸	['田', '一', '丁', '大', '亅', '口', '可', '奇']	['キ']	[]	[]	0	0
畋	['田', '攵', '乂', '𠂉']	['デン', 'テン']	[]	[]	0	0
誕	['卜', '言', '丿', '正', '口', '廴', '延', '止']	['タン']	[]	[]	0	0
梍	['白', '木', '日', '七', '皀']	['ユウ']	[]	[]	0	0
懺	['一', '丶', '韱', '从', '韭', '非', '丿', '人', '戈', '忄', '弋']	['ザン', 'サン']	[]	[]	0	0
鋸	['居', '十', '金', '尸', '古', '口']	['キョ', 'コ']	[]	[]	0	0
晦	['日', '丿', '毋', '毎']	['カイ']	[]	[]	0	0
愀	['禾', '木', '火', '丿', '秋', '忄']	['シュウ', 'ショウ']	[]	[]	0	0
闍	['土', '日', '門', '耂', '者']	['ト', 'ジャ']	[]	[]	0	0
疳	['甘', '十', '疒', '廿']	['カン']	[]	[]	0	0
爭	['⺕', '⺤', '亅']	['ソウ']	['淨', '瀞', '靜']	[['箏', '崢', '錚', '諍']]	4	0.571
か	[]	[]	[]	[]	0	0
へ	[]	[]	[]	[]	0	0
吼	['口', '乙', '子', '孔']	['コウ', 'ク']	[]	[]	0	0
吉	['口', '士']	['キツ', 'キチ']	['橲', '熹', '廚', '結', '稠', '惆', '黠', '鱚', '鯛', '捨', '樹', '嬉', '襭', '膨', '擡', '鼓', '澎', '周', '纈', '舎', '舗', '劼', '鼕', '薹', '憙', '皷', '雕', '週', '彫', '鐵', '鐡', '綢', '簓', '蜩', '凋', '嘉', '瞽', '喜', '彭', '僖', '禧', '臺', '調']	[['詰', '頡', '拮', '佶', '髻', '桔'], ['詰', '佶']]	6	0.122
愛	['冖', '⺤', '心', '夂']	['アイ']	[]	[['瞹', '靉', '曖']]	3	1.0
愨	['心', '殳', '丿', '冖', '又', '士', '几']	['カク']	[]	[]	0	0
痊	['王', '人', '全', '疒']	['セン']	[]	[]	0	0
父	[]	['フ']	['交', '較', '鵁', '絞', '効', '佼', '駮', '蛟', '纐', '咬', '郊', '校', '效', '傚', '餃', '皎', '爺', '狡', '鮫']	[['斧', '釜']]	2	0.095
脅	['月', '劦', '力']	['キョウ']	[]	[]	0	0
ぐ	[]	[]	[]	[]	0	0
升	['十', '丿', '廾']	['ショウ']	['飜', '飛', '枡']	[['昇', '陞']]	2	0.4
ナ	[]	[]	[]	[]	0	0
畐	['口', '一', '田']	['フク', 'ヒョク', 'ヒキ']	['富', '冨']	[['福', '幅', '匐', '副', '蝠', '蔔', '輻', '逼'], ['逼'], ['逼']]	8	0.8
檐	['木', '言', '口', '詹', '𠂊']	['エン', 'タン']	[]	[]	0	0
畄	['田', '⺍']	['リュウ', 'ル']	[]	[]	0	0
鋤	['一', '金', '力', '助', '且', '月']	['ジョ', 'ショ', 'ソ']	[]	[]	0	0
袞	['八', '亠', '衣', '口', '哀']	['コン']	[]	[['滾']]	1	1.0
檄	['白', '攵', '木', '放', '日', '亠', '丿', '敫', '乂', '方', '𠂉']	['ケキ']	[]	[]	0	0
懷	['罒', '亠', '衣', '二', '忄']	['カイ', 'エ']	[]	[]	0	0
卓	['日', '十', '卜', '早']	['タク']	['罩', '悼', '綽', '掉']	[['棹', '倬', '啅']]	3	0.429
哭	['口', '丶', '大', '犬']	['コク']	[]	[]	0	0
ゾ	[]	[]	[]	[]	0	0
い	[]	[]	[]	[]	0	0
友	['又']	['ユウ']	['抜', '髪', '暖', '湲', '媛', '緩', '援', '煖', '爰']	[]	0	0
意	['心', '音', '亠', '日', '立']	['イ']	['臆', '億', '憶', '檍']	[['噫']]	1	0.2
蚯	['一', '中', '斤', '口', '虫', '丨', '丘']	['キュウ']	[]	[]	0	0
疾	['矢', '天', '大', '疒']	['シツ']	[]	[['嫉']]	1	1.0
誼	['一', '宜', '言', '宀', '口', '冖', '且', '月']	['ギ']	[]	[]	0	0
漉	['厂', '匕', '比', '广', '氵', '鹿']	['ロク']	[]	[]	0	0
ゞ	[]	[]	[]	[]	0	0
峺	['更', '日', '丿', '山', '乂']	['コ']	[]	[]	0	0
衄	['一', '丑', '皿', '血']	['ジク']	[]	[]	0	0
魯	['田', '魚', '灬', '日', '𠂊']	['ロ']	[]	[['櫓', '艪']]	2	1.0
閂	['一', '門']	['サン', 'セン']	[]	[]	0	0
筱	['攵', '亻', '丿', '攸', '乂', '丨', '竹', '𠂉']	['ゾウ', 'ショウ']	[]	[]	0	0
桜	['木', '⺍', '女']	['オウ', 'ヨウ']	[]	[]	0	0
閖	['水', '門']	[]	[]	[]	0	0
迪	['日', '由', '丨', '⻌']	['テキ']	[]	[]	0	0
疊	['一', '田', '冖', '且', '月']	['ジョウ', 'チョウ']	[]	[]	0	0
筥	['口', '丿', '呂', '竹']	['キョ']	[]	[]	0	0
原	['厂', '白', '小', '日', 'CDP-8BC4']	['ゲン']	['願']	[['愿', '源']]	2	0.667
嶬	['丶', '羊', '丿', '亅', '我', '義', '戈', '山', '弋', '䒑']	['ギ']	[]	[]	0	0
り	[]	[]	[]	[]	0	0
梶	['毛', '木', '尾', '尸']	['ビ']	[]	[]	0	0
小	[]	['ショウ']	['齋', '黥', '縣', '尠', '京', '瞥', '瀕', '寂', '蹙', '沙', '徐', '蹴', '迩', '畭', '撩', '瞭', '凉', '懸', '濱', '蔽', '俶', '椋', '鐐', '就', '途', '督', '愿', '暼', '鯊', '袮', '頻', '県', '鬢', '敝', '歳', '寮', '繚', '纛', '餘', '捗', '眇', '弥', '叙', '余', '穆', '隙', '鷯', '屑', '遼', '秒', '斎', '鼈', '斃', '殯', '斜', '敍', '擯', '莎', '塗', '潦', '瑣', '劣', '嬪', '除', '弊', '裟', '鯨', '鷲', '戚', '涼', '掠', '紗', '敘', '雀', '渺', '願', '顰', '歩', '療', '寳', '叔', '賓', '繽', '幣', '穢', '陟', '諒', '蘋', '荼', '憬', '勍', '緲', '隲', '蜍', '暸', '影', '亰', '原', '槭', '燎', '毟', '妙', '珎', '尖', '菽', '祢', '檳', '鍄', '砂', '尓', '娑', '景', '源', '淑', '僚']	[['哨', '逍', '鈔', '椒', '抄', '省', '渉', '杪', '炒', '称', '少']]	11	0.087
ん	[]	[]	[]	[]	0	0
棍	['木', '匕', '比', '日', '昆']	['コン']	[]	[]	0	0
厄	['厂', '卩']	['ヤク']	['詭', '危', '跪', '脆', '鮠']	[['阨', '軛', '扼']]	3	0.375
魴	['田', '魚', '灬', '亠', '𠂊', '方']	['ホウ']	[]	[]	0	0
橇	['毛', '毳', '木']	['キョウ', 'ゼイ', 'セイ']	[]	[]	0	0
黙	['丶', '灬', '日', '大', '黒', '里', '犬']	['モク', 'ボク']	[]	[]	0	0
疇	['一', '田', '壽', '口', '工', '士', '寸']	['チュウ']	[]	[]	0	0
桁	['亻', '木', '彳', '行']	['コウ']	[]	[]	0	0
筬	['丶', '丿', '𠂊', '成', '戈', '弋', '竹']	['セイ']	[]	[]	0	0
輿	['八', '臼', '車']	['ヨ']	[]	[]	0	0
鮮	['田', '魚', '灬', '羊', '𠂊', '䒑']	['セン']	[]	[['癬', '蘚']]	2	1.0
尨	['丿', '尢', '尤', '彡', '儿']	['ボウ']	[]	[['厖']]	1	1.0
ょ	[]	[]	[]	[]	0	0
啜	['口', '又']	['セツ', 'テツ']	[]	[]	0	0
勤	['三', '一', '菫', '力', '艹']	['ゴン', 'キン']	[]	[['懃'], ['懃']]	1	1.0
恠	['亻', '土', '忄', '在']	['カイ', 'ケ']	[]	[]	0	0
鐵	['王', '吉', '丶', '載', '金', '丿', '口', '戈', '呈', '士', '裁', '弋']	['テツ']	[]	[]	0	0
蜚	['中', '非', '口', '虫', '丨']	['ヒ']	[]	[]	0	0
営	['丿', '口', '冖', '⺍', '呂']	['エイ']	[]	[]	0	0
刪	['冊', '刂', '十', '丿', '冂', '廾']	['サン']	[]	[]	0	0
鐡	['吉', '丶', '載', '金', '豆', '丿', '口', '戈', '士', '弋']	['テツ']	[]	[]	0	0
琿	['王', '冖', '軍', '車']	['コン']	[]	[]	0	0
瓧	['瓦', '十', '丶']	[]	[]	[]	0	0
柱	['王', '主', '木', '丶']	['チュウ']	[]	[]	0	0
息	['目', '心', '自']	['ソク']	['憩']	[['熄']]	1	0.5
勸	['隹', '亻', '力', '口', '艹']	['カン', 'ケン']	[]	[]	0	0
刳	['夸', '二', '大', '刂']	['コ']	[]	[]	0	0
玩	['王', '元', '丿', '二', '儿']	['ガン']	[]	[]	0	0
朝	['早', '日', '十', '𠦝', '月']	['チョウ']	['廟']	[['潮', '嘲']]	2	0.667
鎰	['金', '益', '八', '皿']	['イツ']	[]	[]	0	0
患	['中', '心', '串', '口', '丨']	['カン']	[]	[]	0	0
蜃	['厂', '中', '口', '虫', '辰', '丨']	['シン']	[]	[]	0	0
刧	['去', '厶', '土', '刀']	['コウ', 'ゴウ', 'キョウ']	[]	[]	0	0
募	['日', '大', '力', '艹', '莫']	['ボ']	[]	[]	0	0
蟻	['丶', '中', '羊', '丿', '亅', '口', '我', '義', '虫', '戈', '丨', '弋', '䒑']	['ギ']	[]	[]	0	0
絣	['十', '糸', '干', '并']	['ホウ']	[]	[]	0	0
宮	['丿', '宀', '口', '冖', '呂']	['キュウ', 'グウ', 'ク', 'クウ']	[]	[]	0	0
鰛	['田', '魚', '灬', '日', '皿', '昷', '𠂊']	['オン']	[]	[]	0	0
簑	['亠', '衰', '衣', '口', '竹']	['サ', 'サイ']	[]	[]	0	0
綯	['缶', '丿', '勹', '糸']	['トウ']	[]	[]	0	0
帆	['丶', '丿', '巾', '凡', '几']	['ハン']	[]	[]	0	0
鵲	['鳥', '灬', '日', '十', '丿', '廾', '昔']	['シャク', 'ジャク']	[]	[]	0	0
觧	['羊', '𠂊', '角', '䒑']	['カイ', 'ゲ']	[]	[]	0	0
糲	['禸', '厂', '田', '禺', '日', '萬', '米', '艹', '冂']	['レイ', 'ラツ']	[]	[]	0	0
絮	['口', '如', '糸', '女']	['ジョ', 'ショ']	[]	[]	0	0
椡	['木', '土', '刂', '到', '至', '厶']	[]	[]	[]	0	0
鰔	['田', '厂', '一', '魚', '灬', '咸', '丶', '丿', '口', '𠂊', '戈', '戍', '弋']	['カン']	[]	[]	0	0
帝	['亠', '冖', '巾']	['テイ']	['啻']	[['啼', '蒂', '締', '楴', '諦', '蹄']]	6	0.857
宣	['一', '日', '亘', '宀', '冖', '旦', '二']	['セン']	['暄', '喧', '萱', '諠', '愃']	[]	0	0
估	['口', '十', '亻', '古']	['コ']	[]	[]	0	0
褫	['厂', '一', '丿', '虒', '虎', '七', '虍', '儿', '衤']	['チ']	[]	[]	0	0
槭	['厂', '卜', '木', '一', '小', '丶', '上', '丿', '戈', '弋', '戚']	['セキ', 'シュク']	[]	[]	0	0
廱	['厂', '己', '隹', '亻', '广', '口', '邑', '雝', '巴', '巛']	['ヨウ']	[]	[]	0	0
埀	['匕', '土', '十', '丿', '千', '乖', '北']	['スイ']	[]	[]	0	0
拉	['亠', '立', '扌']	['ラツ', 'ラ', 'ロウ']	[]	[]	0	0
溏	['厂', '广', '口', '⺕', '氵', '唐']	['トウ']	[]	[]	0	0
躑	['奠', '一', '鄭', '八', '西', '大', '⻏', '口', '酋', '足', '酉']	['テキ']	[]	[]	0	0
艾	['艹', '乂', '丿']	['カイ', 'ゲイ']	[]	[]	0	0
坎	['欠', '土']	['カン']	[]	[]	0	0
扶	['夫', '扌', '大']	['フ']	[]	[]	0	0
雛	['隹', '勹', '凵', '丿', '亻', '艸', '芻', '屮']	['スウ', 'ス', 'ジュ']	[]	[]	0	0
躅	['勹', '中', '罒', '丿', '口', '蜀', '虫', '丨', '足']	['チョク', 'タク']	[]	[]	0	0
盥	['水', '𦥑', '皿']	['カン']	[]	[]	0	0
艪	['田', '舟', '魚', '灬', '日', '魯', '𠂊']	['ロ']	[]	[]	0	0
燃	['火', '丶', '月', '灬', '然', '大', '犬']	['ネン']	[]	[]	0	0
候	['天', '亻', '大', '矢', '丨']	['コウ']	[]	[]	0	0
倬	['卜', '卓', '早', '日', '十', '亻']	['タク']	[]	[]	0	0
蔕	['帶', '十', '冖', '巾', '廿', '艹']	['テイ', 'タイ']	[]	[]	0	0
芫	['元', '丿', '二', '艹', '儿']	['ゲン', 'ガン']	[]	[]	0	0
芸	['二', '艹', '云', '厶']	['ゲイ', 'ウン']	[]	[]	0	0
釆	['丿', '米']	['ハン', 'サイ', 'ベン']	['番', '釈', '釉', '瀋', '竊', '墺', '懊', '蟋', '審', '燠', '澳', '礇', '釋', '悉', '奧']	[['蟠', '飜', '鐇', '旛', '膰', '蕃', '潘', '鷭', '翻', '燔', '幡', '繙', '旙', '藩', '播']]	15	0.5
攸	['攵', '亻', '丿', '乂', '丨', '𠂉']	['ユウ']	['絛', '倏', '蓚', '篠', '筱', '修', '脩', '條', '滌']	[['悠']]	1	0.1
満	['十', '山', '両', '氵', '艹', '冂']	['マン', 'バン']	[]	[]	0	0
酌	['一', '丶', '勹', '西', '丿', '勺', '酉']	['シャク']	[]	[]	0	0
倥	['八', '空', '亻', '宀', '冖', '工', '穴']	['コウ']	[]	[]	0	0
燎	['火', '小', '日', '大', '尞']	['リョウ']	[]	[]	0	0
阮	['元', '丿', '⻖', '二', '儿']	['ゲン']	[]	[]	0	0
軌	['乙', '九', '車']	['キ']	[]	[]	0	0
竿	['十', '竹', '干']	['カン']	[]	[]	0	0
毒	['三', '一', '毋', '龶']	['ドク']	['纛']	[]	0	0
醒	['一', '星', '西', '日', '生', '酉']	['セイ']	[]	[]	0	0
湎	['面', '氵']	['メン', 'ベン']	[]	[]	0	0
罵	['馬', '灬', '罒']	['バ']	[]	[]	0	0
砕	['十', '乙', '九', '口', '卆', '石']	['サイ']	[]	[]	0	0
謠	['言', '口', '䍃', '缶', '月']	['ヨウ']	[]	[]	0	0
頸	['一', '八', '頁', '工', '目', '巠', '貝', '巛']	['ケイ']	[]	[]	0	0
軅	['厂', '隹', '亻', '身', '雁', '倠']	[]	[]	[]	0	0
預	['八', '頁', '了', '予', '亅', '目', '貝', 'マ']	['ヨ']	[]	[['蕷']]	1	1.0
竰	['厂', '亠', '日', '立', '里', '厘']	[]	[]	[]	0	0
湃	['一', '丰', '拜', '氵', '手', '丨']	['ハイ']	[]	[]	0	0
奘	['壯', '士', '大', '爿']	['ジョウ', 'ソウ']	[]	[]	0	0
飾	['飠', '巾', '𠂉']	['ショク']	[]	[]	0	0
抉	['人', '夬', '扌', '大']	['ケツ']	[]	[]	0	0
躱	['木', '丿', '身', '朶', '乃']	['タ']	[]	[]	0	0
好	['子', '女']	['コウ']	[]	[]	0	0
齲	['禹', '禸', '卜', '从', '凵', '冂', '丿', '人', '虫', '止', '齒']	['ク', 'ウ']	[]	[]	0	0
磴	['登', '豆', '癶', '口', '石']	['トウ']	[]	[]	0	0
毟	['毛', '少', '丿', '小']	[]	[]	[]	0	0
置	['十', '直', '目', '罒']	['チ']	[]	[]	0	0
蹟	['八', '龶', '口', '責', '目', '貝', '足']	['セキ', 'シャク']	[]	[]	0	0
頒	['八', '頁', '刀', '目', '貝', '分']	['ハン']	[]	[]	0	0
欧	['欠', '丿', '匚', '区', '乂']	['オウ']	[]	[]	0	0
妥	['⺤', '女']	['ダ']	['綏', '餒']	[]	0	0
順	['八', '頁', '川', '目', '貝']	['ジュン']	[]	[]	0	0
齦	['卜', '从', '凵', '艮', '人', '止', '齒']	['ギン', 'コン']	[]	[]	0	0
醋	['一', '西', '十', '丿', '日', '酉', '廾', '昔']	['サク']	[]	[]	0	0
毫	['亠', '毛', '口', '冖']	['ゴウ', 'コウ']	[]	[]	0	0
熕	['火', '八', '貢', '工', '目', '貝']	[]	[]	[]	0	0
垂	['十', '丿', '土', '千']	['スイ']	['郵', '唾']	[['睡', '陲', '錘', '捶']]	4	0.667
醐	['一', '月', '西', '十', '古', '口', '胡', '酉']	['ゴ', 'コ']	[]	[]	0	0
磨	['厂', '木', '广', '麻', '口', '林', '石']	['マ']	[]	[]	0	0
蹐	['月', '口', '人', '脊', '二', '足']	['セキ']	[]	[]	0	0
妬	['口', '石', '女']	['ト', 'ツ']	[]	[]	0	0
妹	['未', '木', '女']	['マイ']	[]	[]	0	0
車	[]	['シャ']	['輟', '縺', '輸', '嶄', '輅', '輹', '輌', '褌', '輊', '輓', '揮', '輒', '輝', '範', '較', '漸', '輕', '輩', '輜', '撃', '輛', '輔', '鏈', '軽', '慚', '軾', '皹', '陣', '轤', '蓮', '塹', '皸', '軻', '轡', '轉', '鏨', '軼', '轢', '繋', '轣', '斬', '轆', '諢', '軒', '軫', '軸', '軟', '庫', '轌', '轅', '運', '囀', '轄', '轟', '渾', '慙', '轜', '軛', '転', '嗹', '轗', '繫', '轎', '轍', '轂', '軣', '軋', '鶤', '輙', '暫', '輿', '琿', '軌', '俥', '漣', '輦', '葷', '輳', '輾', '輪', '軍', '連', '輻', '暉', '輯', '暈', '載', '槧']	[]	0	0
溶	['宀', '容', '口', '冖', '氵', '谷']	['ヨウ']	[]	[]	0	0
騨	['一', '灬', '日', '単', '馬', '⺍', '甲', '丨']	['タン', 'ダン', 'タ', 'ダ', 'テン']	[]	[]	0	0
羯	['勹', '羊', '曷', '日', '丿', '匃', '人', '䒑']	['カツ', 'ケツ']	[]	[]	0	0
