literal	components	onyomi	component_only_set	phono_component_sets	largest_phonetic_set_size	reliability_rating
躾	['羊', '大', '身', '美', '䒑']	[]	[]	[]	0	0
滂	['亠', '立', '旁', '冖', '氵', '方']	['ホウ', 'ボウ']	[]	[]	0	0
騏	['其', '八', '灬', '甘', '十', '馬', '廿']	['キ']	[]	[]	0	0
款	['欠', '示', '士']	['カン']	[]	[]	0	0
髷	['髟', '日', '十', '長', '丿', '彡', '厶', '廾', '曲']	['キョク']	[]	[]	0	0
蹄	['亠', '帝', '口', '冖', '巾', '足']	['テイ']	[]	[]	0	0
罷	['匕', '罒', '能', '厶', '䏍', '月']	['ヒ']	['擺']	[['羆']]	1	0.5
艱	['十', '大', '口', '夫', '艮', '廿', '艹']	['カン', 'ケン']	[]	[]	0	0
盞	['戔', '丶', '丿', '皿', '戈', '弋']	['サン', 'セン']	[]	[]	0	0
溂	['剌', '木', '刂', '束', '口', '氵']	['ラツ']	[]	[]	0	0
旱	['日', '十', '干']	['カン']	[]	[['悍', '稈', '桿', '捍', '駻']]	5	1.0
離	['禸', '隹', '凵', '冂', '亠', '丿', '亻', '离', '凶', '乂']	['リ']	[]	[['籬']]	1	1.0
蔗	['厂', '灬', '十', '广', '廿', '艹', '庶']	['シャ', 'ショ']	[]	[]	0	0
瘤	['田', '疒', '丿', '留', '卯', '卩']	['リュウ', 'ル']	[]	[]	0	0
攝	['耳', '聶', '扌']	['セツ', 'ショウ']	[]	[]	0	0
瘰	['田', '累', '糸', '疒']	['ルイ', 'ラ', 'ライ']	[]	[]	0	0
妙	['少', '丿', '小', '女']	['ミョウ', 'ビョウ']	[]	[]	0	0
煖	['火', '友', '爰', '又', '⺤']	['ダン', 'カン', 'ケン', 'ナン']	[]	[]	0	0
羈	['灬', '罒', '十', '革', '馬', '廿', '䩻']	['キ', 'ハ']	[]	[]	0	0
盪	['一', '勿', '勹', '昜', '日', '皿', '旦', '氵', '湯']	['トウ']	[]	[]	0	0
藻	['木', '品', '喿', '口', '氵', '艹', '澡']	['ソウ']	[]	[]	0	0
躊	['一', '壽', '口', '工', '士', '寸', '足']	['チュウ', 'チュ', 'シュウ', 'ジュ']	[]	[]	0	0
準	['隹', '十', '隼', '亻', '氵']	['ジュン']	[]	[]	0	0
雖	['隹', '中', '亻', '口', '虫', '丨']	['スイ']	[]	[]	0	0
酊	['一', '西', '丁', '亅', '酉']	['テイ']	[]	[]	0	0
扈	['己', '口', '邑', '戸', '巴']	['コ']	[]	[['滬']]	1	1.0
坩	['甘', '十', '土', '廿']	['カン']	[]	[]	0	0
躓	['八', '斤', '口', '目', '貝', '足', '質']	['チ']	[]	[]	0	0
扠	['叉', '丶', '扌', '又']	['サ']	[]	[]	0	0
釋	['睪', '土', '罒', '𢆉', '釆', '干', '丿', '十', '幸', '米', '䒑']	['シャク', 'セキ']	[]	[]	0	0
芦	['艹', '戸']	['ロ']	[]	[]	0	0
蔚	['示', '尸', '尉', '艹', '寸']	['ウツ', 'イ']	[]	[]	0	0
倪	['八', '臼', '亻', '丿', '儿', '兒']	['ゲイ', 'ガイ']	[]	[]	0	0
阡	['⻖', '丿', '十', '千']	['セン']	[]	[]	0	0
艙	['口', '舟', '倉', '人']	['ソウ']	[]	[]	0	0
躇	['土', '日', '著', '口', '耂', '艹', '足', '者']	['チョ', 'チャク']	[]	[]	0	0
盧	['田', '一', '皿', '七', '虍']	['ロ']	[]	[['廬', '爐', '臚', '轤', '櫨', '鱸', '鑪', '顱', '驢', '蘆', '艫', '瀘']]	12	1.0
旙	['田', '亠', '釆', '丿', '米', '方', '番']	['ヘン', 'ハン']	[]	[]	0	0
㓁	['丿', '儿', '冖']	[]	['深', '探']	[]	0	0
椣	['八', '木', '日', '十', '丿', '典', '廾', '曲']	[]	[]	[]	0	0
喀	['客', '宀', '口', '冖', '各', '夂']	['カク']	[]	[]	0	0
廳	['王', '厂', '聽', '罒', '心', '十', '广', '耳']	['チョウ', 'テイ']	[]	[]	0	0
悉	['釆', '丿', '米', '心']	['シツ', 'シチ']	[]	[['蟋']]	1	1.0
鳩	['乙', '九', '鳥', '灬']	['キュウ', 'ク']	[]	[]	0	0
鵤	['灬', '𠂊', '角', '鳥']	[]	[]	[]	0	0
綢	['吉', '士', '周', '口', '冂', '糸']	['チュウ', 'トウ']	[]	[]	0	0
簞	['日', '口', '甲', '單', '竹']	['タン']	[]	[]	0	0
常	['口', '⺌', '巾', '尚', '冂', '吊']	['ジョウ']	[]	[['嫦', '蟐']]	2	1.0
帋	['巾', '氏']	['シ']	[]	[]	0	0
簇	['亠', '天', '大', '矢', '方', '族', '竹', '𠂉']	['ゾク', 'ソウ', 'ソク']	[]	[]	0	0
伽	['口', '亻', '加', '力']	['カ', 'ガ', 'キャ', 'ギャ']	[]	[]	0	0
俥	['亻', '車']	[]	[]	[]	0	0
絡	['口', '各', '糸', '夂']	['ラク']	[]	[]	0	0
絵	['云', '会', '人', '厶', '二', '糸']	['カイ', 'エ']	[]	[]	0	0
肘	['寸', '月']	['チュウ']	[]	[]	0	0
糘	['豕', '宀', '家', '米', '冖']	[]	[]	[]	0	0
廾	['十', '丿']	['キョウ', 'ク']	['誡', '漕', '篇', '借', '體', '扁', '褊', '彝', '尭', '糟', '飜', '帯', '蟒', '卉', '囲', '飛', '騙', '聨', '算', '彜', '槽', '艚', '奔', '鼾', '崙', '腆', '噴', '莽', '纂', '膿', '崘', '惜', '嬶', '曹', '墳', '展', '碾', '鑰', '丗', '弉', '鼻', '峅', '儂', '遭', '蠎', '籍', '弊', '曲', '論', '藉', '翩', '穽', '焼', '嗣', '農', '濃', '昇', '弄', '籥', '編', '戒', '陞', '耕', '枡', '濆', '弁', '侖', '偏', '滞', '鱧', '錯', '憤', '丼', '弃', '嚊', '遍', '措', '昔', '諞', '蝙', '舁', '倫', '廿', '冊', '禮', '典', '哢', '升', '刪', '鵲', '醋', '髷', '椣', '卅', '賁', '輾', '輪', '簒', '軆', '龠', '淪', '豊', '跚', '械', '棄', '珊', '醴', '綸', '柵', '棆', '葬', '井', '艶']	[['暁', '畊']]	2	0.017
俑	['マ', '亻', '甬', '用']	['ヨウ', 'トウ', 'ユウ']	[]	[]	0	0
寉	['隹', '亻', '冖', '宀']	[]	['鶴', '確']	[]	0	0
鰍	['田', '禾', '木', '魚', '灬', '火', '丿', '𠂊', '秋']	['シュウ', 'シュ']	[]	[]	0	0
維	['隹', '亻', '糸']	['イ']	['羅', '鑼', '蘿', '邏']	[]	0	0
簓	['吉', '士', '周', '口', '彡', '彫', '冂', '竹']	[]	[]	[]	0	0
朸	['木', '力']	['リョク']	[]	[]	0	0
朋	['月']	['ホウ']	[]	[['繃', '萠', '棚', '弸', '硼', '崩', '堋', '鵬']]	8	1.0
鐺	['田', '金', '當', '口', '⺌', '尚', '冂']	['ト', 'ソウ', 'トウ']	[]	[]	0	0
安	['冖', '女', '宀']	['アン']	[]	[['案', '按', '晏', '鮟', '鞍']]	5	1.0
啗	['口', '臽', '臼', '𠂊']	['タン']	[]	[]	0	0
恭	['共', '八', '⺗']	['キョウ']	[]	[]	0	0
柳	['卯', '丿', '木', '卩']	['リュウ']	[]	[]	0	0
聳	['从', '亻', 'CDP-8BB0', '從', '彳', '人', '耳', '龰']	['ショウ']	[]	[]	0	0
勝	['劵', '力', '人', '二', '月']	['ショウ']	[]	[]	0	0
別	['口', '丿', '勹', '刂']	['ベツ']	[]	[['捌']]	1	1.0
喨	['亮', '亠', '丿', '口', '冖', '儿']	['リョウ', 'ロウ']	[]	[]	0	0
喻	['一', '刂', '兪', '口', '入', '月']	[]	[]	[]	0	0
琲	['王', '非']	['ハイ']	[]	[]	0	0
珎	['王', '尓', '丿', '小']	['チン']	[]	[]	0	0
期	['其', '八', '甘', '十', '廿', '月']	['キ', 'ゴ']	[]	[]	0	0
蜜	['中', '心', '丿', '宀', '口', '冖', '必', '虫', '丨', '宓']	['ミツ', 'ビツ']	[]	[['櫁']]	1	1.0
蜩	['吉', '中', '士', '口', '周', '虫', '冂', '丨']	['チョウ']	[]	[]	0	0
恢	['厂', '火', '忄', '灰']	['カイ', 'ケ']	[]	[]	0	0
柾	['卜', '止', '木', '正']	[]	[]	[]	0	0
聾	['龍', '亠', '立', '耳', '月']	['ロウ']	[]	[]	0	0
獏	['日', '大', '⺨', '艹', '莫']	['バク', 'ミャク']	[]	[]	0	0
勦	['果', '木', '巢', '日', '力', '巛']	['ソウ', 'ショウ']	[]	[]	0	0
勒	['革', '十', '力', '廿']	['ロク']	[]	[]	0	0
蟶	['王', '中', '壬', '士', '丿', '聖', '口', '虫', '耳', '丨']	['テイ']	[]	[]	0	0
獨	['勹', '中', '罒', '丿', '口', '蜀', '虫', '⺨', '丨']	['ドク', 'トク']	[]	[]	0	0
疑	['卜', '匕', '天', '大', '人', '矢', 'マ', '疋']	['ギ']	['礙', '癡', '凝']	[['嶷', '擬']]	2	0.4
近	['⻌', '斤']	['キン', 'コン']	[]	[]	0	0
濯	['隹', '羽', '亻', '翟', '氵']	['タク']	[]	[]	0	0
閏	['王', '門']	['ジュン']	[]	[['潤']]	1	1.0
袱	['丶', '亻', '大', '伏', '衤', '犬']	['フク']	[]	[]	0	0
鯉	['田', '魚', '灬', '日', '𠂊', '里']	['リ']	[]	[]	0	0
ゑ	[]	[]	[]	[]	0	0
對	['王', '业', '寸']	['タイ', 'ツイ']	[]	[]	0	0
ゅ	[]	[]	[]	[]	0	0
漣	['車', '辶', '連', '氵']	['レン', 'ラン']	[]	[]	0	0
装	['亠', '衣', '⺦', '壮', '士']	['ソウ', 'ショウ']	[]	[]	0	0
梨	['禾', '木', '刂', '丿', '利']	['リ']	[]	[]	0	0
詛	['一', '言', '口', '且', '月']	['ソ', 'ショ']	[]	[]	0	0
桃	['儿', '木', '兆', '冫']	['トウ']	[]	[]	0	0
迥	['口', '冂', '冋', '辶']	['ケイ', 'ギョウ']	[]	[]	0	0
濛	['蒙', '豕', '冖', '氵', '艹']	['モウ']	[]	[]	0	0
衝	['重', '十', '亻', '丿', '彳', '千', '里', '行']	['ショウ']	[]	[]	0	0
門	[]	['モン']	['躙', '濶', '関', '閭', '閣', '欄', '閉', '爛', '閠', '椚', '躪', '閘', '閤', '閥', '閹', '閙', '閧', '簡', '蘭', '繝', '潤', '襴', '闘', '闔', '墹', '擱', '關', '闕', '闡', '癇', '澗', '闢', '闖', '燗', '櫚', '憫', '闥', '藺', '閃', '闃', '嫻', '闍', '閂', '閖', '閏', '閔', '閨', '閻', '嫺', '閼', '閑', '闌', '瀾', '開', '閲', '闇', '閾', '闊', '閊', '閇', '間']	[['們', '悶', '聞', '捫', '問']]	5	0.076
濠	['亠', '豕', '豪', '口', '冖', '氵']	['ゴウ', 'コウ']	[]	[]	0	0
衆	['亻', '皿', '血']	['シュウ', 'シュ']	[]	[]	0	0
峩	['丶', '丿', '亅', '我', '戈', '山', '弋']	['ガ']	[]	[]	0	0
専	['日', '寸', '由', '丨']	['セン']	[]	[]	0	0
箸	['土', '日', '耂', '竹', '者']	['チョ', 'チャク']	[]	[]	0	0
輦	['夫', '大', '車']	['レン']	[]	[]	0	0
縁	['豕', '彑', '⺕', '彖', '糸']	['エン', '-ネン']	[]	[['櫞']]	1	1.0
れ	[]	[]	[]	[]	0	0
尖	['小', '大']	['セン']	[]	[]	0	0
筧	['目', '儿', '見', '竹']	['ケン']	[]	[]	0	0
桎	['至', '木', '厶', '土']	['シツ']	[]	[]	0	0
詔	['口', '言', '刀', '召']	['ショウ']	[]	[]	0	0
迹	['亠', '丿', '亅', '辶', '亦']	['セキ', 'シャク']	[]	[]	0	0
閔	['文', '乂', '門', '亠']	['ビン', 'ミン']	[]	[['憫'], ['憫']]	1	1.0
濔	['八', '冂', '爻', '乂', '氵', '爾']	['ビ']	[]	[]	0	0
衒	['亠', '亻', '幺', '彳', '玄', '行']	['ゲン', 'ケン']	[]	[]	0	0
鋒	['三', '一', '丰', '金', '夂', '夆', '丨']	['ホウ']	[]	[]	0	0
梔	['厂', '己', '木', '丿', '巴', '巵']	['シ']	[]	[]	0	0
ヌ	[]	[]	[]	[]	0	0
卅	['川', '丨', '十', '丿', '廾']	['ソウ']	['帯', '滞', '棄']	[['丗']]	1	0.25
げ	[]	[]	[]	[]	0	0
脇	['月', '力', '劦']	['キョウ']	[]	[]	0	0
鈬	['金', '尸', '八', '尺']	['タク']	[]	[]	0	0
愍	['攵', '民', '心', '丿', '氏', '乂', '𠂉']	['ビン', 'ミン']	[]	[]	0	0
う	[]	[]	[]	[]	0	0
卑	['田', '丿', '十']	['ヒ']	['睥', '顰', '牌']	[['俾', '脾', '髀', '痺', '裨', '碑', '婢', '稗']]	8	0.727
臘	['丿', '乂', '月', '巛']	['ロウ']	[]	[]	0	0
誚	['言', '口', '⺌', '肖', '月']	['ショウ']	[]	[]	0	0
箘	['禾', '木', '丿', '囗', '竹']	['キン']	[]	[]	0	0
畆	['亠', '田', '厶', '亩']	['ボウ', 'ホ', 'モ', 'ム']	[]	[]	0	0
ヅ	[]	[]	[]	[]	0	0
晰	['日', '析', '木', '斤']	['シャク', 'セキ']	[]	[]	0	0
梛	['二', '那', '木', '⻏']	['ダ', 'ナ']	[]	[]	0	0
畝	['田', '亠', '丿', '𠂊', '久', '亩']	['ボウ', 'ホ', 'モ', 'ム']	[]	[]	0	0
脊	['二', '人', '月']	['セキ']	[]	[['鶺', '蹐', '瘠']]	3	1.0
爻	['丿', '乂']	['コウ', 'ギョウ']	['彌', '欝', '駁', '禰', '學', '樊', '礬', '鷽', '璽', '邇', '覺', '濔', '爼', '攀', '爽', '瀰', '爾']	[['攪', '黌']]	2	0.105
病	['一', '疒', '丙', '人', '内', '冂']	['ビョウ', 'ヘイ']	[]	[]	0	0
閨	['圭', '土', '門']	['ケイ', 'ケ']	[]	[]	0	0
閻	['𠂊', '臼', '門']	['エン']	[]	[]	0	0
吮	['八', '丿', '口', '厶', '允', '儿']	['セン', 'シュン']	[]	[]	0	0
そ	[]	[]	[]	[]	0	0
疱	['己', '勹', '疒', '巳', '丿', '包']	['ホウ']	[]	[]	0	0
晤	['吾', '日', '五', '口', '二']	['ゴ']	[]	[]	0	0
懼	['隹', '亻', '瞿', '目', '忄']	['ク']	[]	[]	0	0
狗	['勹', '丿', '口', '⺨', '句']	['ク', 'コウ']	[]	[]	0	0
梏	['口', '牛', '木', '告']	['コク', 'カク']	[]	[]	0	0
ケ	[]	[]	[]	[]	0	0
洵	['勹', '日', '丿', '旬', '氵']	['ジュン', 'シュン']	[]	[]	0	0
祺	['示', '其', '八', '甘', '十', '廿']	['キ']	[]	[]	0	0
鞍	['十', '宀', '革', '冖', '安', '廿', '女']	['アン']	[]	[]	0	0
壱	['士', '冖', '匕']	['イチ', 'イツ']	[]	[]	0	0
冐	['日', '二', '冂', '月']	['ボウ']	[]	[]	0	0
賁	['八', '卉', '十', '丿', '目', '貝', '廾']	['フン', 'ホン', 'ヒ']	[]	[['噴', '墳', '濆', '憤'], ['濆']]	4	1.0
馬	['灬']	['バ']	['馳', '駆', '騷', '駄', '駅', '騫', '騰', '駁', '馼', '馴', '騙', '騾', '驕', '驩', '駸', '駟', '駐', '駑', '篤', '驛', '驀', '驂', '驍', '駒', '駝', '驚', '驃', '驗', '駢', '駭', '駮', '驟', '憑', '駕', '駛', '媽', '驅', '駱', '駿', '駘', '駲', '闖', '覊', '驢', '驪', '驥', '駻', '隲', '驤', '驫', '騎', '騨', '騏', '羈', '騁', '騅', '駈', '騒', '馮', '馭', '験']	[['碼', '瑪', '罵']]	3	0.047
沿	['㕣', '八', '口', '氵']	['エン']	[]	[]	0	0
今	['一', '人']	['キン', 'コン']	['蔭', '頷', '吟', '貪', '莟', '唸', '岑', '陰', '棯', '捻', '鯰', '念', '稔', '含']	[['衿', '衾', '黔', '矜', '琴'], ['衿']]	5	0.263
堝	['口', '冂', '咼', '土']	['カ']	[]	[]	0	0
販	['厂', '八', '反', '又', '目', '貝']	['ハン']	[]	[]	0	0
貼	['卜', '占', '八', '口', '目', '貝']	['テン', 'チョウ']	[]	[]	0	0
泄	['一', '十', '廿', '世', '氵']	['セツ', 'エイ']	[]	[]	0	0
亳	['一', '亠', '丿', '口', '冖', '七']	['ハク']	[]	[]	0	0
堆	['隹', '亻', '土']	['タイ', 'ツイ']	[]	[]	0	0
之	['亠', '丶']	['シ']	['泛', '貶', '乏']	[['芝']]	1	0.25
嫺	['間', '日', '門', '女', '月']	['カン']	[]	[]	0	0
彦	['厂', '立', '彡']	['ゲン']	['顔', '顏']	[['諺', '偐']]	2	0.5
祷	['三', '一', '礻', '丿', '寿', '寸']	['トウ']	[]	[]	0	0
汞	['水', '工']	['コウ']	[]	[]	0	0
瞞	['冂', '十', '目', '廿', '兩', '入']	['マン', 'モン', 'バン', 'ボン']	[]	[]	0	0
跪	['厂', '危', '厄', '口', '𠂊', '足', '卩']	['キ']	[]	[]	0	0
也	['乙', '丨']	['ヤ', 'エ']	['馳', '髢', '池', '葹', '施', '釶', '弛', '地', '他']	[]	0	0
壙	['厂', '一', '八', '土', '由', '广', '廣', '廿', '黃']	['コウ']	[]	[]	0	0
徹	['攵', '亠', '亻', '丿', '育', '厶', '彳', '乂', '月', '𠂉']	['テツ']	[]	[]	0	0
仇	['乙', '亻', '九']	['キュウ', 'グ']	[]	[]	0	0
馥	['禾', '木', '日', '丿', '香', '夂', '复', '𠂉']	['クク', 'ヒョク', 'フク']	[]	[]	0	0
挨	['天', '大', '厶', '扌', '矢', '矣']	['アイ']	[]	[]	0	0
撥	['發', '殳', '丿', '癶', '弓', '扌', '又', '几']	['ハツ', 'バチ']	[]	[]	0	0
茅	['了', '矛', '丿', '予', '亅', 'マ', '艹']	['ボウ', 'ミョウ']	[]	[]	0	0
兇	['八', '凵', '丿', '凶', '儿', '乂']	['キョウ']	['椶']	[]	0	0
徙	['卜', '歨', '亻', '彳', '止', '龰']	['シ']	[]	[]	0	0
董	['重', '十', '丿', '千', '里', '艹']	['トウ']	[]	[]	0	0
菽	['一', '卜', '小', '上', '叔', '又', '艹']	['シュク']	[]	[]	0	0
沐	['木', '氵']	['モク']	[]	[]	0	0
葷	['艹', '冖', '軍', '車']	['クン']	[]	[]	0	0
郤	['口', '谷', '⻏']	['ゲキ', 'キャク', 'ケキ']	[]	[]	0	0
靜	['爭', '円', '龶', '亅', '青', '⺕', '冂', '⺤']	['セイ', 'ジョウ']	[]	[]	0	0
革	['口', '十', '廿']	['カク']	['鞠', '靺', '韈', '靭', '鞣', '靴', '鞭', '靼', '靱', '鞦', '靫', '羇', '鞫', '鞘', '霸', '覇', '覊', '鞜', '鞁', '鞨', '鞴', '鞏', '羈', '勒', '鞍', '韃', '鞳', '韆', '靹', '鞆', '鞐', '鞄', '鞋', '鞅']	[]	0	0
凋	['吉', '冫', '士', '周', '口', '冂']	['チョウ']	[]	[]	0	0
逾	['一', '刂', '兪', '辶', '入', '月']	['ユ']	[]	[]	0	0
冰	['水', '冫']	['ヒョウ']	[]	[]	0	0
逧	['口', '辶', '谷']	[]	[]	[]	0	0
撹	['見', '覚', '冖', '扌', '⺍', '目', '儿']	['カク', 'コウ']	[]	[]	0	0
矇	['蒙', '豕', '冖', '目', '艹']	['モウ', 'ボウ']	[]	[]	0	0
茹	['口', '艹', '如', '女']	['ジョ', 'ニョ']	[]	[]	0	0
葮	['殳', '丿', '艹', '又', '段', '几']	['ダン', 'タン']	[]	[]	0	0
菲	['艹', '非']	['ヒ']	[]	[]	0	0
香	['日', '丿', '禾', '木']	['キョウ', 'コウ']	['馥']	[['馨']]	1	0.5
亊	['⺕', '亅']	['ジ', 'シ', 'ズ']	[]	[]	0	0
亞	['二', '一']	['ア']	['椏', '惡', '壼', '壺']	[['鐚', '錏', '堊']]	3	0.429
葺	['口', '艹', '耳', '咠']	['シュウ']	[]	[]	0	0
揺	['䍃', '缶', '扌', '山', '⺤']	['ヨウ']	[]	[]	0	0
瞳	['童', '亠', '日', '立', '里', '目']	['ドウ', 'トウ']	[]	[]	0	0
凄	['妻', '冫', '⺕', '女']	['セイ', 'サイ']	[]	[]	0	0
嘉	['吉', '加', '力', '口', '士']	['カ']	[]	[]	0	0
摧	['隹', '亻', '扌', '山', '崔']	['サイ', 'サ']	[]	[]	0	0
沌	['屯', '凵', '丿', '屮', '氵']	['トン']	[]	[]	0	0
貔	['𣬉', '匕', '比', '丿', '囟', '豸', '乂']	['ヒ']	[]	[]	0	0
睹	['土', '日', '耂', '目', '者']	['ト']	[]	[]	0	0
団	['寸', '囗']	['ダン', 'トン']	[]	[]	0	0
凅	['冫', '固', '十', '古', '口', '囗']	['コ', 'カク']	[]	[]	0	0
蒡	['亠', '立', '旁', '冖', '艹', '方']	['ボウ', 'ホウ']	[]	[]	0	0
進	['隹', '亻', '⻌']	['シン']	[]	[]	0	0
持	['土', '寸', '扌', '寺']	['ジ']	[]	[]	0	0
茸	['艹', '耳']	['ジョウ', 'ニュ']	[]	[]	0	0
撫	['一', '灬', '丿', '無', '扌']	['ブ', 'フ']	[]	[]	0	0
嘯	['聿', '丿', '口', '⺕', '肅', '丨']	['ショウ', 'シツ']	[]	[]	0	0
冱	['二', '互', '冫', '彑']	['ゴ', 'コ']	[]	[]	0	0
囗	[]	['コク', 'イ']	['羶', '悃', '徊', '摑', '箇', '恩', '個', '褞', '鰮', '固', '禀', '擅', '瘟', '饂', '茵', '茴', '図', '迴', '檣', '囿', '困', '滷', '圏', '鹹', '駟', '慍', '鹸', '圜', '薔', '薀', '圃', '蛔', '壇', '媼', '掴', '菌', '懍', '圖', '薗', '園', '幗', '膃', '涸', '麕', '圓', '痼', '墻', '圄', '圉', '粤', '圈', '氤', '鹽', '鄙', '顫', '榲', '錮', '蘊', '咽', '牆', '泗', '氈', '姻', '團', '鹵', '凜', '凛', '穡', '因', '四', '箘', '団', '凅', '囮', '囚', '泅', '椢', '溷', '稟', '梱', '亶', '回', '烟', '廩', '檀', '囹', '嗇', '廻', '艢']	[['国', '圀', '膕', '國'], ['囲', '圍']]	4	0.063
馘	['一', '丶', '丿', '首', '口', '戈', '目', '弋', '或', '自']	['カク', 'キョク']	[]	[]	0	0
葭	['艹', '叚', '又']	['カ']	[]	[]	0	0
互	['二', '一', '彑']	['ゴ']	['亙', '恆']	[['冱', '沍']]	2	0.5
囮	['化', '囗', '匕', '亻']	['カ', 'ユウ']	[]	[]	0	0
兒	['丿', '儿', '臼', '八']	['ゲイ', 'ジ', 'ニ']	['鬩']	[['麑', '鯢', '猊', '霓', '貎', '倪', '睨']]	7	0.875
靨	['犬', '一', '厂', '厭', '丶', '日', '大', '月', '面']	['ヨウ']	[]	[]	0	0
揶	['耳', '扌', '⻏', '耶']	['ヤ']	[]	[]	0	0
瞽	['壴', '吉', '支', '十', '豆', '口', '又', '目', '士', '鼓']	['コ']	[]	[]	0	0
韃	['土', '羊', '十', '達', '革', '廿', '辶', '䒑']	['ダツ', 'タツ']	[]	[]	0	0
嘴	['卜', '匕', '此', '角', '口', '𠂊', '觜', '止']	['シ']	[]	[]	0	0
凌	['八', '冫', '土', '夌', '丿', '夂']	['リョウ']	[]	[['蔆']]	1	1.0
茄	['口', '艹', '加', '力']	['カ']	[]	[]	0	0
蓉	['宀', '容', '口', '冖', '艹', '谷']	['ヨウ']	[]	[]	0	0
撤	['攵', '亠', '丿', '育', '厶', '扌', '乂', '月', '𠂉']	['テツ']	[]	[]	0	0
葢	['丶', '大', '皿', '艹', '太']	['ガイ', 'カイ', 'コウ']	[]	[]	0	0
了	['亅']	['リョウ']	['務', '袤', '橘', '鞣', '抒', '孑', '柔', '予', '豫', '鶩', '糅', '墅', '凾', '丞', '鷸', '拯', '序', '楙', '懋', '蕷', '譎', '舒', '揉', '霧', '矜', '矛', '杼', '預', '茅', '蒸', '烹', '承', '蹂', '烝', '亨', '野']	[]	0	0
徘	['非', '亻', '彳']	['ハイ']	[]	[]	0	0
囚	['囗', '人']	['シュウ']	['褞', '鰮', '瘟', '饂', '慍', '薀', '媼', '膃', '榲', '蘊']	[['泅']]	1	0.091
兆	['丿', '儿', '冫']	['チョウ']	['逃', '桃']	[['跳', '晁', '窕', '佻', '姚', '眺', '銚', '誂', '挑']]	9	0.818
彳	['亻']	['テキ']	['鵆', '絎', '徳', '從', '徊', '従', '徇', '徒', '徽', '役', '衙', '律', '径', '徐', '徑', '葎', '待', '後', '蹤', '縱', '衢', '哘', '復', '徼', '征', '往', '徴', '徨', '縦', '衡', '徂', '徃', '得', '樅', '薇', '屐', '覆', '慫', '銜', '履', '行', '循', '彿', '桁', '聳', '衝', '衒', '徹', '徙', '徘', '術', '裄', '衞', '垳', '街', '彷', '徠', '很', '御', '愆', '衍', '衛', '微', '禦', '彼', '徭', '懲', '黴']	[]	0	0
壘	['田', '土']	['ルイ', 'ライ', 'スイ']	[]	[]	0	0
祢	['尓', '丿', '礻', '小']	['ネ', 'デイ', 'ナイ']	[]	[]	0	0
秉	['丿', '禾', '木', '⺕']	['ヘイ']	[]	[]	0	0
沱	['匕', '宀', '冖', '它', '氵']	['タ', 'ダ']	[]	[]	0	0
仆	['卜', '亻']	['フ']	[]	[]	0	0
威	['一', '厂', '丶', '丿', '戈', '女', '戍', '弋']	['イ']	['縅']	[['鰄']]	1	0.5
活	['舌', '口', '千', '氵']	['カツ']	[]	[['闊']]	1	1.0
泅	['囗', '囚', '人', '氵']	['シュウ']	[]	[]	0	0
費	['弗', '八', '丿', '弓', '目', '貝', '丨']	['ヒ']	[]	[]	0	0
貨	['八', '匕', '亻', '化', '目', '貝']	['カ']	[]	[]	0	0
距	['巨', '口', '匚', '二', '足']	['キョ']	[]	[]	0	0
汝	['女', '氵']	['ジョ']	[]	[]	0	0
册	['一', '丿', '冂']	['サツ', 'サク']	[]	[]	0	0
豚	['豕', '月']	['トン']	[]	[['遯']]	1	1.0
祭	['示', '月']	['サイ']	['擦', '察']	[['蔡', '際']]	2	0.5
冑	['日', '由', '二', '冂', '丨', '月']	['チュウ']	[]	[]	0	0
娩	['丿', '免', '𠂊', '女', '儿']	['ベン']	[]	[]	0	0
娜	['二', '那', '⻏', '女']	['ダ', 'ナ']	[]	[]	0	0
賀	['八', '加', '力', '口', '目', '貝']	['ガ']	[]	[]	0	0
泌	['丿', '必', '心', '氵']	['ヒツ', 'ヒ']	[]	[]	0	0
貴	['八', '中', '口', '目', '貝', '丨']	['キ']	['潰', '遺']	[['饋', '簣', '匱', '櫃', '瞶']]	5	0.714
堊	['二', '一', '土', '亞']	['アク', 'ア', 'オ']	[]	[]	0	0
彪	['一', '丿', '彡', '七', '虎', '虍', '儿']	['ヒョウ', 'ヒュウ']	[]	[]	0	0
内	['冂', '丨', '人']	['ナイ', 'ダイ']	['衲', '蚋', '柄', '丙', '納', '炳', '陋', '訥', '病', '吶', '靹', '鞆', '肭']	[]	0	0
声	['士']	['ショウ', 'セイ']	['馨', '磬', '謦']	[['聲'], ['聲']]	1	0.25
